epoch,loss,next_day_loss,next_day_mae,next_week_loss,next_week_mae,val_loss,val_next_day_loss,val_next_day_mae,val_next_week_loss,val_next_week_mae,learning_rate
0,0.775323748588562,0.3316684067249298,0.43744179606437683,0.4376695156097412,0.518047034740448,0.8219980597496033,0.55010986328125,0.40694934129714966,0.5943654775619507,0.5077005624771118,0.0010000000474974513
1,0.5326800346374512,0.2205227017402649,0.3574179410934448,0.30881598591804504,0.4265635907649994,0.9143849015235901,0.5730707049369812,0.4265809655189514,0.696574330329895,0.541386604309082,0.0010000000474974513
2,0.4825541377067566,0.1938348263502121,0.33686426281929016,0.2835439145565033,0.4074123501777649,0.7386289834976196,0.44816192984580994,0.3874139189720154,0.5598747730255127,0.48045477271080017,0.0010000000474974513
3,0.45044493675231934,0.17837673425674438,0.31210625171661377,0.2680966258049011,0.38804203271865845,0.7557132840156555,0.41209718585014343,0.37371188402175903,0.6140135526657104,0.5052028894424438,0.0010000000474974513
4,0.42668455839157104,0.16905441880226135,0.3080262541770935,0.25377339124679565,0.3861936926841736,0.8492904901504517,0.42552846670150757,0.37207531929016113,0.7252115607261658,0.5475263595581055,0.0010000000474974513
5,0.40143218636512756,0.15289030969142914,0.2939494848251343,0.24477069079875946,0.37925204634666443,0.7610983848571777,0.38757261633872986,0.34234270453453064,0.663934051990509,0.5139060020446777,0.0010000000474974513
6,0.3650682270526886,0.14254885911941528,0.2833288311958313,0.2190302461385727,0.3526439368724823,0.7022567987442017,0.3551470935344696,0.34815892577171326,0.5815960764884949,0.5013650059700012,0.0010000000474974513
7,0.3466077148914337,0.13006506860256195,0.27490782737731934,0.2129119336605072,0.3519596457481384,1.0481823682785034,0.4493793845176697,0.40328964591026306,0.9365032911300659,0.6167659163475037,0.0010000000474974513
8,0.33125656843185425,0.13045288622379303,0.2726303040981293,0.1965302675962448,0.33838924765586853,0.8119028210639954,0.3993118405342102,0.37004318833351135,0.6969103813171387,0.5374051332473755,0.0010000000474974513
9,0.3210999071598053,0.12567511200904846,0.2699856162071228,0.19142860174179077,0.3356441557407379,0.8247349262237549,0.40661001205444336,0.37033772468566895,0.6938287019729614,0.5351877808570862,0.0010000000474974513
10,0.2970012426376343,0.11321715265512466,0.25533199310302734,0.1803673505783081,0.3247066140174866,0.8372189402580261,0.40836507081985474,0.3734284043312073,0.6932540535926819,0.5496729612350464,0.0010000000474974513
11,0.30356365442276,0.11531785875558853,0.26164472103118896,0.18361876904964447,0.3285714387893677,0.9009032845497131,0.4514583945274353,0.3967198431491852,0.727404773235321,0.5691768527030945,0.0010000000474974513
12,0.27866697311401367,0.10523761808872223,0.24493290483951569,0.16987267136573792,0.31170040369033813,0.8852176666259766,0.38720035552978516,0.3495018780231476,0.7796959280967712,0.5698480010032654,0.0005000000237487257
13,0.25489938259124756,0.10411712527275085,0.24491433799266815,0.1476191133260727,0.29546216130256653,1.002677083015442,0.3925341069698334,0.35347551107406616,0.9342433214187622,0.6107469797134399,0.0005000000237487257
14,0.2505834996700287,0.10015513747930527,0.23977772891521454,0.14728066325187683,0.2901518940925598,1.077672004699707,0.4411705434322357,0.37583503127098083,1.0018689632415771,0.6295582056045532,0.0005000000237487257
15,0.24155358970165253,0.09653706103563309,0.23658344149589539,0.14110001921653748,0.28584814071655273,0.9623503684997559,0.3907211124897003,0.35542330145835876,0.8593621850013733,0.5972758531570435,0.0005000000237487257
16,0.23430639505386353,0.08966429531574249,0.22963613271713257,0.14061874151229858,0.28572502732276917,1.1265605688095093,0.36432933807373047,0.34846535325050354,1.1197746992111206,0.6679785251617432,0.0005000000237487257
17,0.22627471387386322,0.09526411443948746,0.23283632099628448,0.12811410427093506,0.2688865661621094,1.1902132034301758,0.40680408477783203,0.3677826523780823,1.188523530960083,0.6755015850067139,0.0002500000118743628
18,0.2200583666563034,0.08837805688381195,0.2290007323026657,0.12796396017074585,0.27246910333633423,1.2292661666870117,0.407704621553421,0.36979854106903076,1.2003790140151978,0.6790070533752441,0.0002500000118743628
19,0.22646068036556244,0.09189913421869278,0.23267725110054016,0.1309196650981903,0.27580180764198303,1.2297645807266235,0.40056633949279785,0.36105629801750183,1.2163350582122803,0.6850492358207703,0.0002500000118743628
20,0.2149299681186676,0.08713026344776154,0.22571295499801636,0.12393324077129364,0.2685491740703583,1.2381614446640015,0.41669076681137085,0.36618712544441223,1.2199031114578247,0.6816617846488953,0.0002500000118743628
21,0.20675693452358246,0.0861344188451767,0.22393979132175446,0.11751224100589752,0.2598082721233368,1.225780963897705,0.4167088568210602,0.3634360134601593,1.2122622728347778,0.681158721446991,0.0002500000118743628
