epoch,loss,next_day_loss,next_day_mae,next_week_loss,next_week_mae,val_loss,val_next_day_loss,val_next_day_mae,val_next_week_loss,val_next_week_mae,learning_rate
0,0.530693769454956,0.21888309717178345,0.3458663523197174,0.30768340826034546,0.43221157789230347,0.4616736173629761,0.1599961370229721,0.29648348689079285,0.3408651351928711,0.4186653196811676,0.0010000000474974513
1,0.3135925531387329,0.12101481109857559,0.2618285119533539,0.18954142928123474,0.3313071131706238,0.4818001687526703,0.17798689007759094,0.316388338804245,0.345515638589859,0.4101550281047821,0.0010000000474974513
2,0.2736402153968811,0.10304887592792511,0.24347606301307678,0.1671888381242752,0.30464059114456177,0.40047967433929443,0.13510997593402863,0.2776929438114166,0.30367013812065125,0.3849480152130127,0.0010000000474974513
3,0.23610694706439972,0.08952637761831284,0.22488698363304138,0.143905371427536,0.2842245101928711,0.33497756719589233,0.11262719333171844,0.25549742579460144,0.25589489936828613,0.34536805748939514,0.0010000000474974513
4,0.2287849485874176,0.0802968442440033,0.21299679577350616,0.1455320566892624,0.2871975898742676,0.355711430311203,0.11188168823719025,0.25337597727775574,0.27191978693008423,0.36346250772476196,0.0010000000474974513
5,0.2129070907831192,0.07194079458713531,0.20202302932739258,0.1379261165857315,0.27692124247550964,0.3339984714984894,0.0955946296453476,0.23286990821361542,0.2659023106098175,0.35546591877937317,0.0010000000474974513
6,0.20542974770069122,0.06980918347835541,0.19963142275810242,0.13304266333580017,0.27182886004447937,0.3264990746974945,0.09116779267787933,0.2292182743549347,0.25563931465148926,0.3585313558578491,0.0010000000474974513
7,0.18872420489788055,0.0679139643907547,0.1954750418663025,0.11828142404556274,0.25893694162368774,0.3909120261669159,0.11112182587385178,0.25681930780410767,0.30698642134666443,0.3878673315048218,0.0010000000474974513
8,0.18671341240406036,0.06688088178634644,0.19171558320522308,0.11669555306434631,0.2501950263977051,0.3282140791416168,0.09187640249729156,0.22779880464076996,0.2587432861328125,0.3524748980998993,0.0010000000474974513
9,0.18166616559028625,0.06345431506633759,0.18695583939552307,0.11553118377923965,0.2542407512664795,0.31454095244407654,0.08046162128448486,0.2150731235742569,0.26597288250923157,0.35019490122795105,0.0010000000474974513
10,0.16211171448230743,0.05627085268497467,0.17888106405735016,0.10277444869279861,0.2431478351354599,0.3083498775959015,0.08068297058343887,0.22112609446048737,0.25360608100891113,0.34747183322906494,0.0010000000474974513
11,0.17039602994918823,0.05528578534722328,0.17478697001934052,0.11208397895097733,0.24946865439414978,0.3369874656200409,0.08681512624025345,0.22443656623363495,0.2849549651145935,0.3590499758720398,0.0010000000474974513
12,0.160885751247406,0.05443752557039261,0.1737670600414276,0.10375305265188217,0.2401271015405655,0.3255271911621094,0.07914707809686661,0.21472904086112976,0.2725643217563629,0.36208903789520264,0.0010000000474974513
13,0.15571075677871704,0.05298126861453056,0.1733032464981079,0.09978094696998596,0.2359699159860611,0.3137538433074951,0.07609640061855316,0.21008160710334778,0.2677485942840576,0.35309118032455444,0.0010000000474974513
14,0.15055032074451447,0.0522228367626667,0.17054957151412964,0.09565366059541702,0.23256652057170868,0.3491743803024292,0.08310634642839432,0.22114723920822144,0.3030336797237396,0.3787952959537506,0.0010000000474974513
15,0.1490563452243805,0.05456897243857384,0.17383407056331635,0.09183474630117416,0.22704508900642395,0.2916615903377533,0.08143521100282669,0.2210245132446289,0.23711426556110382,0.3252626061439514,0.0010000000474974513
16,0.14161349833011627,0.05232817307114601,0.17175063490867615,0.08609426766633987,0.22091643512248993,0.3398269712924957,0.08816021680831909,0.23514556884765625,0.29679805040359497,0.36304277181625366,0.0010000000474974513
17,0.13206741213798523,0.04598073288798332,0.16240815818309784,0.08338484913110733,0.21793292462825775,0.3736833930015564,0.10602337121963501,0.25346505641937256,0.3125176429748535,0.3748175799846649,0.0010000000474974513
18,0.1302143782377243,0.04768531396985054,0.16322900354862213,0.08064068108797073,0.2127629816532135,0.3716239333152771,0.09799673408269882,0.24521781504154205,0.30763521790504456,0.3783823549747467,0.0010000000474974513
19,0.1348474770784378,0.050188999623060226,0.16508646309375763,0.08184000104665756,0.21523690223693848,0.33526214957237244,0.0816681832075119,0.21894314885139465,0.28800255060195923,0.36272040009498596,0.0010000000474974513
20,0.12826451659202576,0.04606464505195618,0.15850113332271576,0.07988224923610687,0.21207241714000702,0.33704617619514465,0.08211760967969894,0.22114749252796173,0.2824430763721466,0.35695308446884155,0.0010000000474974513
21,0.11183725297451019,0.041994087398052216,0.1535795032978058,0.0666002631187439,0.19603930413722992,0.3579903542995453,0.07719433307647705,0.2150266170501709,0.3308132290840149,0.3794679641723633,0.0005000000237487257
22,0.1099630743265152,0.04165629297494888,0.15120257437229156,0.06561717391014099,0.19034764170646667,0.36410218477249146,0.07531318813562393,0.20638443529605865,0.3442702889442444,0.3863632380962372,0.0005000000237487257
23,0.11040423065423965,0.041215989738702774,0.15223835408687592,0.06627145409584045,0.19188322126865387,0.36903494596481323,0.07927422970533371,0.21486851572990417,0.34139227867126465,0.38720640540122986,0.0005000000237487257
24,0.10866980999708176,0.041422538459300995,0.14847882091999054,0.06468681991100311,0.1915280520915985,0.3474331796169281,0.07404971867799759,0.2041465789079666,0.31188535690307617,0.3731726109981537,0.0005000000237487257
25,0.10671651363372803,0.040132906287908554,0.1494830697774887,0.06418933719396591,0.19173787534236908,0.3709956109523773,0.08101159334182739,0.21622847020626068,0.33585986495018005,0.39028245210647583,0.0005000000237487257
26,0.10034683346748352,0.03929338976740837,0.14663459360599518,0.05797313526272774,0.1811354160308838,0.34917694330215454,0.0759909525513649,0.20637428760528564,0.31433385610580444,0.37404367327690125,0.0002500000118743628
27,0.0967707484960556,0.03785625472664833,0.14364172518253326,0.05619589239358902,0.175888329744339,0.35905224084854126,0.0766887441277504,0.21339519321918488,0.3291657269001007,0.3812141418457031,0.0002500000118743628
28,0.09810405224561691,0.03889461234211922,0.1466621607542038,0.056527234613895416,0.17901653051376343,0.34954550862312317,0.07099547982215881,0.20266924798488617,0.31853675842285156,0.3763418197631836,0.0002500000118743628
29,0.09473792463541031,0.03558136150240898,0.14143888652324677,0.05661418288946152,0.1773117333650589,0.347947895526886,0.07351691275835037,0.20332375168800354,0.31022292375564575,0.3723316192626953,0.0002500000118743628
30,0.09377216547727585,0.0367756225168705,0.143064945936203,0.05379199981689453,0.17410023510456085,0.3669963777065277,0.07441072911024094,0.21187016367912292,0.3345800042152405,0.38962405920028687,0.0002500000118743628
